,n_vulns,vulns,cvss
./shodan-output/WOODBURN-OR.GOV.json,68,"{'CVE-2018-10547', 'CVE-2009-2521', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2012-3450', 'CVE-2019-9641', 'CVE-2013-6420', 'CVE-2018-10548', 'CVE-2014-2497', 'CVE-2019-6339', 'CVE-2012-0831', 'CVE-2018-19395', 'CVE-2013-1635', 'CVE-2012-1172', 'CVE-2019-9638', 'CVE-2012-2311', 'CVE-2019-6341', 'CVE-2010-1256', 'CVE-2012-2386', 'CVE-2013-1643', 'CVE-2014-4721', 'CVE-2018-17082', 'CVE-2012-2143', 'CVE-2017-7269', 'CVE-2012-3365', 'CVE-2019-9021', 'CVE-2019-6977', 'CVE-2013-4248', 'CVE-2018-10549', 'CVE-2009-4444', 'CVE-2012-1823', 'CVE-2019-9020', 'CVE-2017-16642', 'CVE-2009-3023', 'CVE-2012-6113', 'CVE-2016-7478', 'CVE-2008-1446', 'CVE-2018-7602', 'CVE-2018-10546', 'CVE-2013-2110', 'CVE-2013-1824', 'CVE-2007-1278', 'CVE-2012-2336', 'CVE-2018-14883', 'CVE-2019-9637', 'CVE-2019-9024', 'CVE-2018-7600', 'CVE-2014-9427', 'CVE-2011-1398', 'CVE-2018-20783', 'CVE-2011-4718', 'CVE-2009-1535', 'CVE-2015-8994', 'CVE-2018-10545', 'CVE-2013-4113', 'CVE-2012-2688', 'CVE-2019-6338', 'CVE-2014-0238', 'CVE-2018-19520', 'CVE-2014-0237', 'CVE-2014-5459', 'CVE-2010-1899', 'CVE-2012-1171', 'CVE-2019-9023', 'CVE-2018-15132', 'CVE-2013-4635', 'CVE-2018-19935', 'CVE-2003-1582'}",395.10000000000014
./shodan-output/WOODBURYCOUNTYIOWA.GOV.json,85,"{'CVE-2018-14884', 'CVE-2017-11147', 'CVE-2018-19395', 'CVE-2016-5766', 'CVE-2019-9021', 'CVE-2016-4473', 'CVE-2018-10546', 'CVE-2016-7125', 'CVE-2016-8670', 'CVE-2018-14883', 'CVE-2019-9637', 'CVE-2016-7124', 'CVE-2018-10545', 'CVE-2016-10160', 'CVE-2016-5769', 'CVE-2017-11145', 'CVE-2019-9023', 'CVE-2017-11142', 'CVE-2017-11362', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2016-5772', 'CVE-2016-7126', 'CVE-2016-5767', 'CVE-2016-10161', 'CVE-2016-7127', 'CVE-2018-10549', 'CVE-2018-5711', 'CVE-2019-9020', 'CVE-2016-7478', 'CVE-2016-7128', 'CVE-2016-9137', 'CVE-2016-7134', 'CVE-2016-7417', 'CVE-2017-11144', 'CVE-2015-8994', 'CVE-2016-10397', 'CVE-2016-7413', 'CVE-2019-9675', 'CVE-2016-5768', 'CVE-2017-7890', 'CVE-2016-7132', 'CVE-2019-9641', 'CVE-2019-9022', 'CVE-2019-9638', 'CVE-2016-6297', 'CVE-2018-5712', 'CVE-2018-17082', 'CVE-2019-6977', 'CVE-2016-7131', 'CVE-2016-7416', 'CVE-2016-9933', 'CVE-2017-16642', 'CVE-2016-7133', 'CVE-2016-7412', 'CVE-2018-7584', 'CVE-2017-12934', 'CVE-2017-5340', 'CVE-2018-20783', 'CVE-2016-7130', 'CVE-2017-12932', 'CVE-2016-7414', 'CVE-2018-14851', 'CVE-2018-15132', 'CVE-2016-10158', 'CVE-2016-9138', 'CVE-2018-10547', 'CVE-2016-7129', 'CVE-2016-10162', 'CVE-2018-10548', 'CVE-2016-10159', 'CVE-2016-9934', 'CVE-2016-7418', 'CVE-2016-9935', 'CVE-2016-5773', 'CVE-2019-9024', 'CVE-2016-5399', 'CVE-2016-7479', 'CVE-2018-19518', 'CVE-2017-11628', 'CVE-2017-9120', 'CVE-2016-9936', 'CVE-2017-12933', 'CVE-2016-7568', 'CVE-2018-19935'}",527.7
./shodan-output/WOODBURYMN.GOV.json,0,set(),0.0
./shodan-output/WOODCREEKTX.GOV.json,0,set(),0.0
./shodan-output/WOODFIN-NC.GOV.json,12,"{'CVE-2013-2249', 'CVE-2014-0098', 'CVE-2013-6438', 'CVE-2016-8612', 'CVE-2013-1896', 'CVE-2016-4975', 'CVE-2017-3167', 'CVE-2017-3169', 'CVE-2014-0231', 'CVE-2017-7679', 'CVE-2013-1862', 'CVE-2017-7668'}",69.5
./shodan-output/WOODHEIGHTS-MO.GOV.json,10,"{'CVE-2017-15906', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2010-4755', 'CVE-2010-5107', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2010-4478'}",47.1
./shodan-output/WOODLANDHILLS-UT.GOV.json,18,"{'CVE-2017-15906', 'CVE-2019-9193', 'CVE-2016-5423', 'CVE-2016-0773', 'CVE-2016-5424', 'CVE-2018-1058', 'CVE-2017-7485', 'CVE-2018-1115', 'CVE-2017-7484', 'CVE-2017-7486', 'CVE-2018-15919', 'CVE-2016-0766', 'CVE-2017-15098', 'CVE-2017-12172', 'CVE-2017-7548', 'CVE-2017-14798', 'CVE-2017-7546', 'CVE-2017-7547'}",106.4
./shodan-output/WOODSTOCKCT.GOV.json,0,set(),0.0
./shodan-output/WOODSTOCKGA.GOV.json,0,set(),0.0
./shodan-output/WOODSTOCKIL.GOV.json,0,set(),0.0
./shodan-output/WOODVILLAGEOR.GOV.json,0,set(),0.0
./shodan-output/WOODVILLE-TX.GOV.json,0,set(),0.0
./shodan-output/WORCESTERMA.GOV.json,29,"{'CVE-2009-1890', 'CVE-2012-0883', 'CVE-2013-2249', 'CVE-2007-6750', 'CVE-2011-3348', 'CVE-2009-1195', 'CVE-2007-6388', 'CVE-2010-0434', 'CVE-2010-0408', 'CVE-2016-8612', 'CVE-2008-2168', 'CVE-2007-6422', 'CVE-2012-4558', 'CVE-2007-5000', 'CVE-2009-2699', 'CVE-2007-4465', 'CVE-2006-4154', 'CVE-2014-0098', 'CVE-2013-6438', 'CVE-2011-0419', 'CVE-2010-1452', 'CVE-2009-1891', 'CVE-2012-0053', 'CVE-2012-3499', 'CVE-2006-3918', 'CVE-2007-6421', 'CVE-2012-0031', 'CVE-2013-1862', 'CVE-2008-2384'}",145.6
./shodan-output/WORKER.GOV.json,0,set(),0.0
./shodan-output/WORLDWAR1CENTENNIAL.GOV.json,0,set(),0.0
./shodan-output/WRGA.GOV.json,0,set(),0.0
./shodan-output/WRP.GOV.json,0,set(),0.0
./shodan-output/WSDOT.GOV.json,0,set(),0.0
./shodan-output/WSPMN.GOV.json,0,set(),0.0
./shodan-output/WV.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/WVAGO.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/WVCOMMERCE.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/WVCONSUMERPROTECTION.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/WVDNR.GOV.json,0,set(),0.0
./shodan-output/WVINSURANCE.GOV.json,0,set(),0.0
./shodan-output/WVLEGISLATURE.GOV.json,0,set(),0.0
./shodan-output/WVOT.GOV.json,0,set(),0.0
./shodan-output/WVSOS.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/WVSTO.GOV.json,0,set(),0.0
./shodan-output/WVSURPLUS.GOV.json,0,set(),0.0
./shodan-output/WVTAX.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/WWW.18F.GOV.json,0,set(),0.0
./shodan-output/WWW.2020CENSUS.GOV.json,0,set(),0.0
./shodan-output/WWW.9-11COMMISSION.GOV.json,24,"{'CVE-2017-9788', 'CVE-2016-0736', 'CVE-2014-0231', 'CVE-2016-8612', 'CVE-2014-0226', 'CVE-2013-4352', 'CVE-2014-0117', 'CVE-2014-8109', 'CVE-2016-8743', 'CVE-2017-15715', 'CVE-2015-3185', 'CVE-2013-6438', 'CVE-2014-0098', 'CVE-2018-1283', 'CVE-2017-15710', 'CVE-2016-4975', 'CVE-2015-3184', 'CVE-2018-17199', 'CVE-2017-9798', 'CVE-2014-0118', 'CVE-2016-2161', 'CVE-2017-7679', 'CVE-2018-1312', 'CVE-2014-3523'}",121.89999999999999
./shodan-output/WWW.911.GOV.json,0,set(),0.0
./shodan-output/WWW.911COMMISSION.GOV.json,24,"{'CVE-2017-9788', 'CVE-2016-0736', 'CVE-2014-0231', 'CVE-2016-8612', 'CVE-2014-0226', 'CVE-2013-4352', 'CVE-2014-0117', 'CVE-2014-8109', 'CVE-2016-8743', 'CVE-2017-15715', 'CVE-2015-3185', 'CVE-2013-6438', 'CVE-2014-0098', 'CVE-2018-1283', 'CVE-2017-15710', 'CVE-2016-4975', 'CVE-2015-3184', 'CVE-2018-17199', 'CVE-2017-9798', 'CVE-2014-0118', 'CVE-2016-2161', 'CVE-2017-7679', 'CVE-2018-1312', 'CVE-2014-3523'}",121.89999999999999
./shodan-output/WWW.ABERDEENMD.GOV.json,0,set(),0.0
./shodan-output/WWW.ABERDEENWA.GOV.json,3,"{'CVE-2017-15906', 'CVE-2018-15919', 'CVE-2018-15473'}",15.0
./shodan-output/WWW.ABILENETX.GOV.json,0,set(),0.0
./shodan-output/WWW.ABILITYONE.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/WWW.ABSENTEESHAWNEETRIBE-NSN.GOV.json,19,"{'CVE-2017-9788', 'CVE-2016-8743', 'CVE-2018-17199', 'CVE-2017-9798', 'CVE-2016-1546', 'CVE-2018-11763', 'CVE-2017-15715', 'CVE-2017-7668', 'CVE-2018-1333', 'CVE-2016-8740', 'CVE-2016-8612', 'CVE-2017-3167', 'CVE-2017-3169', 'CVE-2017-7679', 'CVE-2018-1283', 'CVE-2016-4979', 'CVE-2018-1312', 'CVE-2017-15710', 'CVE-2016-4975'}",104.69999999999999
./shodan-output/WWW.ACCESS-BOARD.GOV.json,55,"{'CVE-2019-9714', 'CVE-2018-17855', 'CVE-2017-11364', 'CVE-2017-14596', 'CVE-2017-16634', 'CVE-2018-17859', 'CVE-2018-11321', 'CVE-2018-15882', 'CVE-2019-10945', 'CVE-2018-11327', 'CVE-2018-11326', 'CVE-2018-6380', 'CVE-2018-6376', 'CVE-2019-9711', 'CVE-2018-11325', 'CVE-2016-9838', 'CVE-2019-7741', 'CVE-2018-12712', 'CVE-2019-7742', 'CVE-2018-11322', 'CVE-2016-9836', 'CVE-2017-9934', 'CVE-2017-7988', 'CVE-2017-8057', 'CVE-2018-17856', 'CVE-2017-7986', 'CVE-2017-11612', 'CVE-2018-15880', 'CVE-2017-7987', 'CVE-2018-11323', 'CVE-2019-7740', 'CVE-2019-7739', 'CVE-2018-6378', 'CVE-2019-6264', 'CVE-2018-17858', 'CVE-2019-7743', 'CVE-2018-6377', 'CVE-2019-6263', 'CVE-2018-11324', 'CVE-2016-9837', 'CVE-2018-17857', 'CVE-2018-6379', 'CVE-2018-15881', 'CVE-2019-7744', 'CVE-2019-10946', 'CVE-2018-11328', 'CVE-2017-7983', 'CVE-2017-9933', 'CVE-2017-7989', 'CVE-2018-12711', 'CVE-2019-6262', 'CVE-2019-9712', 'CVE-2018-8045', 'CVE-2019-6261', 'CVE-2017-7984'}",273.70000000000016
./shodan-output/WWW.ACHP.GOV.json,2,"{'CVE-2019-6340', 'CVE-2019-6341'}",10.3
./shodan-output/WWW.ACL.GOV.json,0,set(),0.0
./shodan-output/WWW.ACQUISITION.GOV.json,3,"{'CVE-2019-6338', 'CVE-2019-6339', 'CVE-2019-6341'}",17.0
./shodan-output/WWW.ACTON-MA.GOV.json,0,set(),0.0
./shodan-output/WWW.ACTONMA.GOV.json,0,set(),0.0
./shodan-output/WWW.ACUS.GOV.json,0,set(),0.0
./shodan-output/WWW.ADDISONTX.GOV.json,0,set(),0.0
./shodan-output/WWW.ADELANTOCA.GOV.json,0,set(),0.0
./shodan-output/WWW.ADF.GOV.json,0,set(),0.0
./shodan-output/WWW.ADLNET.GOV.json,0,set(),0.0
./shodan-output/WWW.ADMONGO.GOV.json,0,set(),0.0
./shodan-output/WWW.ADRCNJ.GOV.json,0,set(),0.0
./shodan-output/WWW.AFADVANTAGE.GOV.json,0,set(),0.0
./shodan-output/WWW.AFF.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/WWW.AFRH.GOV.json,0,set(),0.0
./shodan-output/WWW.AFRICANAMERICANHISTORYMONTH.GOV.json,118,"{'CVE-2011-1153', 'CVE-2009-2626', 'CVE-2010-3065', 'CVE-2018-19395', 'CVE-2012-2386', 'CVE-2009-4018', 'CVE-2013-1643', 'CVE-2011-0421', 'CVE-2018-20152', 'CVE-2019-9021', 'CVE-2013-4248', 'CVE-2012-0788', 'CVE-2010-2100', 'CVE-2011-1468', 'CVE-2011-3182', 'CVE-2018-10546', 'CVE-2013-2110', 'CVE-2018-14883', 'CVE-2019-9637', 'CVE-2010-1864', 'CVE-2011-1092', 'CVE-2011-1469', 'CVE-2018-10545', 'CVE-2010-2531', 'CVE-2011-0752', 'CVE-2012-2688', 'CVE-2010-2484', 'CVE-2010-2101', 'CVE-2018-14028', 'CVE-2014-0238', 'CVE-2018-19520', 'CVE-2011-3268', 'CVE-2019-9023', 'CVE-2012-0057', 'CVE-2018-20148', 'CVE-2011-1467', 'CVE-2010-3709', 'CVE-2009-4142', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2014-2497', 'CVE-2009-1271', 'CVE-2012-0831', 'CVE-2011-1470', 'CVE-2012-2311', 'CVE-2018-20149', 'CVE-2010-1861', 'CVE-2010-3710', 'CVE-2010-1917', 'CVE-2018-10549', 'CVE-2011-0708', 'CVE-2019-9020', 'CVE-2010-1128', 'CVE-2016-7478', 'CVE-2010-4699', 'CVE-2012-2336', 'CVE-2010-1868', 'CVE-2018-20147', 'CVE-2010-2191', 'CVE-2010-2093', 'CVE-2015-8994', 'CVE-2009-3291', 'CVE-2012-2376', 'CVE-2009-3294', 'CVE-2008-5498', 'CVE-2019-9641', 'CVE-2011-3267', 'CVE-2019-9638', 'CVE-2010-1915', 'CVE-2018-17082', 'CVE-2018-20150', 'CVE-2012-3365', 'CVE-2019-6977', 'CVE-2010-2190', 'CVE-2017-16642', 'CVE-2009-3293', 'CVE-2010-1130', 'CVE-2011-4885', 'CVE-2009-1272', 'CVE-2019-8942', 'CVE-2010-1914', 'CVE-2019-9787', 'CVE-2014-9427', 'CVE-2009-3292', 'CVE-2018-20783', 'CVE-2011-4718', 'CVE-2011-2483', 'CVE-2010-4645', 'CVE-2010-1862', 'CVE-2010-2225', 'CVE-2018-20151', 'CVE-2012-1171', 'CVE-2018-15132', 'CVE-2012-1172', 'CVE-2018-10547', 'CVE-2012-0789', 'CVE-2011-0755', 'CVE-2011-1466', 'CVE-2018-10548', 'CVE-2018-20153', 'CVE-2013-1635', 'CVE-2012-2143', 'CVE-2010-4697', 'CVE-2006-7243', 'CVE-2009-4143', 'CVE-2010-3870', 'CVE-2012-1823', 'CVE-2011-1464', 'CVE-2007-1581', 'CVE-2019-9024', 'CVE-2010-1129', 'CVE-2014-0237', 'CVE-2009-4418', 'CVE-2014-5459', 'CVE-2010-2097', 'CVE-2010-1860', 'CVE-2013-4635', 'CVE-2018-19935'}",674.3000000000001
./shodan-output/WWW.AFTERSCHOOL.GOV.json,29,"{'CVE-2011-3368', 'CVE-2012-0883', 'CVE-2013-2249', 'CVE-2012-4557', 'CVE-2017-3167', 'CVE-2011-3348', 'CVE-2014-0231', 'CVE-2011-3607', 'CVE-2016-8612', 'CVE-2010-2068', 'CVE-2012-4558', 'CVE-2017-7668', 'CVE-2011-3192', 'CVE-2014-0098', 'CVE-2013-6438', 'CVE-2011-4317', 'CVE-2012-2687', 'CVE-2011-0419', 'CVE-2016-4975', 'CVE-2010-1452', 'CVE-2012-0053', 'CVE-2012-3499', 'CVE-2013-1896', 'CVE-2011-3639', 'CVE-2017-3169', 'CVE-2011-4415', 'CVE-2017-7679', 'CVE-2012-0031', 'CVE-2013-1862'}",147.1
./shodan-output/WWW.AGAZ.GOV.json,0,set(),0.0
./shodan-output/WWW.AGING.GOV.json,0,set(),0.0
./shodan-output/WWW.AGUACALIENTE-NSN.GOV.json,0,set(),0.0
./shodan-output/WWW.AHA-NSN.GOV.json,23,"{'CVE-2017-9788', 'CVE-2016-0736', 'CVE-2014-0231', 'CVE-2016-8612', 'CVE-2014-0226', 'CVE-2014-0117', 'CVE-2014-8109', 'CVE-2016-8743', 'CVE-2017-15715', 'CVE-2015-3185', 'CVE-2013-6438', 'CVE-2014-0098', 'CVE-2018-1283', 'CVE-2017-15710', 'CVE-2016-4975', 'CVE-2015-3184', 'CVE-2018-17199', 'CVE-2017-9798', 'CVE-2014-0118', 'CVE-2016-2161', 'CVE-2017-7679', 'CVE-2018-1312', 'CVE-2014-3523'}",117.6
./shodan-output/WWW.AHCPR.GOV.json,0,set(),0.0
./shodan-output/WWW.AHRQ.GOV.json,0,set(),0.0
./shodan-output/WWW.AI.GOV.json,0,set(),0.0
./shodan-output/WWW.AIDMONTANA.GOV.json,0,set(),0.0
./shodan-output/WWW.AIDS.GOV.json,0,set(),0.0
./shodan-output/WWW.AIKENCOUNTYSC.GOV.json,0,set(),0.0
./shodan-output/WWW.AKLEG.GOV.json,0,set(),0.0
./shodan-output/WWW.AKRONOHIO.GOV.json,0,set(),0.0
./shodan-output/WWW.AL-LEGISLATURE.GOV.json,0,set(),0.0
./shodan-output/WWW.ALABAMA.GOV.json,0,set(),0.0
./shodan-output/WWW.ALABAMAAGELINE.GOV.json,0,set(),0.0
./shodan-output/WWW.ALABAMADA.GOV.json,0,set(),0.0
./shodan-output/WWW.ALABAMAHOUSEPHOTOS.GOV.json,0,set(),0.0
./shodan-output/WWW.ALABAMAVOTES.GOV.json,0,set(),0.0
./shodan-output/WWW.ALACOP.GOV.json,0,set(),0.0
./shodan-output/WWW.ALAMEDACA.GOV.json,0,set(),0.0
./shodan-output/WWW.ALAMOHEIGHTSTX.GOV.json,0,set(),0.0
./shodan-output/WWW.ALASAFE.GOV.json,6,"{'CVE-2008-1446', 'CVE-2009-2521', 'CVE-2009-3555', 'CVE-2010-1899', 'CVE-2008-0074', 'CVE-2010-1256'}",37.4
./shodan-output/WWW.ALBANYGA.GOV.json,0,set(),0.0
./shodan-output/WWW.ALBEMARLENC.GOV.json,0,set(),0.0
./shodan-output/WWW.ALBUQUERQUE-NM.GOV.json,0,set(),0.0
./shodan-output/WWW.ALCONSERVATIONDISTRICTS.GOV.json,0,set(),0.0
./shodan-output/WWW.ALDOI.GOV.json,0,set(),0.0
./shodan-output/WWW.ALEA.GOV.json,0,set(),0.0
./shodan-output/WWW.ALEKNAGIKAK.GOV.json,23,"{'CVE-2017-9788', 'CVE-2016-0736', 'CVE-2014-0231', 'CVE-2016-8612', 'CVE-2014-0226', 'CVE-2014-0117', 'CVE-2014-8109', 'CVE-2016-8743', 'CVE-2017-15715', 'CVE-2015-3185', 'CVE-2013-6438', 'CVE-2014-0098', 'CVE-2018-1283', 'CVE-2017-15710', 'CVE-2016-4975', 'CVE-2015-3184', 'CVE-2018-17199', 'CVE-2017-9798', 'CVE-2014-0118', 'CVE-2016-2161', 'CVE-2017-7679', 'CVE-2018-1312', 'CVE-2014-3523'}",117.6
./shodan-output/WWW.ALERTAENLINEA.GOV.json,0,set(),0.0
./shodan-output/WWW.ALEXANDERCITYAL.GOV.json,0,set(),0.0
./shodan-output/WWW.ALEXANDERCOUNTY-NC.GOV.json,0,set(),0.0
./shodan-output/WWW.ALEXANDRIAVA.GOV.json,0,set(),0.0
./shodan-output/WWW.ALFREDME.GOV.json,0,set(),0.0
./shodan-output/WWW.ALGERCOUNTY.GOV.json,0,set(),0.0
./shodan-output/WWW.ALGONAWA.GOV.json,0,set(),0.0
./shodan-output/WWW.ALLEGHENYCOUNTYPA.GOV.json,0,set(),0.0
./shodan-output/WWW.ALLENTOWNPA.GOV.json,0,set(),0.0
./shodan-output/WWW.ALPINECOUNTYCA.GOV.json,0,set(),0.0
./shodan-output/WWW.ALTON-TX.GOV.json,0,set(),0.0
./shodan-output/WWW.ALZHEIMERS.GOV.json,0,set(),0.0
./shodan-output/WWW.AMA.GOV.json,0,set(),0.0
./shodan-output/WWW.AMARILLO.GOV.json,0,set(),0.0
./shodan-output/WWW.AMERICA.GOV.json,0,set(),0.0
./shodan-output/WWW.AMERICANMEMORY.GOV.json,0,set(),0.0
./shodan-output/WWW.AMERICANSAMOA.GOV.json,0,set(),0.0
./shodan-output/WWW.AMERICASLIBRARY.GOV.json,0,set(),0.0
./shodan-output/WWW.AMERICATHEBEAUTIFULQUARTERS.GOV.json,0,set(),0.0
./shodan-output/WWW.AMERICORP.GOV.json,26,"{'CVE-2017-9788', 'CVE-2016-0736', 'CVE-2014-0231', 'CVE-2016-8612', 'CVE-2014-0226', 'CVE-2013-4352', 'CVE-2017-15906', 'CVE-2014-0117', 'CVE-2014-8109', 'CVE-2016-8743', 'CVE-2017-15715', 'CVE-2015-3185', 'CVE-2018-15919', 'CVE-2013-6438', 'CVE-2014-0098', 'CVE-2018-1283', 'CVE-2017-15710', 'CVE-2016-4975', 'CVE-2015-3184', 'CVE-2018-17199', 'CVE-2017-9798', 'CVE-2014-0118', 'CVE-2016-2161', 'CVE-2017-7679', 'CVE-2018-1312', 'CVE-2014-3523'}",131.89999999999998
./shodan-output/WWW.AMERICORPS.GOV.json,26,"{'CVE-2017-9788', 'CVE-2016-0736', 'CVE-2014-0231', 'CVE-2016-8612', 'CVE-2014-0226', 'CVE-2013-4352', 'CVE-2017-15906', 'CVE-2014-0117', 'CVE-2014-8109', 'CVE-2016-8743', 'CVE-2017-15715', 'CVE-2015-3185', 'CVE-2018-15919', 'CVE-2013-6438', 'CVE-2014-0098', 'CVE-2018-1283', 'CVE-2017-15710', 'CVE-2016-4975', 'CVE-2015-3184', 'CVE-2018-17199', 'CVE-2017-9798', 'CVE-2014-0118', 'CVE-2016-2161', 'CVE-2017-7679', 'CVE-2018-1312', 'CVE-2014-3523'}",131.89999999999998
./shodan-output/WWW.AMERICUSGA.GOV.json,0,set(),0.0
./shodan-output/WWW.AMERYWI.GOV.json,0,set(),0.0
./shodan-output/WWW.AMESBURYMA.GOV.json,0,set(),0.0
./shodan-output/WWW.AMESLAB.GOV.json,0,set(),0.0
./shodan-output/WWW.AMHERSTMA.GOV.json,0,set(),0.0
./shodan-output/WWW.AMHERSTNH.GOV.json,0,set(),0.0
./shodan-output/WWW.AMSTERDAMNY.GOV.json,0,set(),0.0
./shodan-output/WWW.ANCHORAGEAK.GOV.json,10,"{'CVE-2009-1535', 'CVE-2017-7269', 'CVE-2009-2521', 'CVE-2008-1446', 'CVE-2010-1899', 'CVE-2007-1278', 'CVE-2009-4444', 'CVE-2009-3023', 'CVE-2010-1256', 'CVE-2003-1582'}",64.2
./shodan-output/WWW.ANCHORIT.GOV.json,0,set(),0.0
./shodan-output/WWW.ANDOVER-NH.GOV.json,0,set(),0.0
./shodan-output/WWW.ANDOVERMA.GOV.json,0,set(),0.0
./shodan-output/WWW.ANGELSCAMP.GOV.json,0,set(),0.0
./shodan-output/WWW.ANKENYIOWA.GOV.json,0,set(),0.0
./shodan-output/WWW.ANL.GOV.json,60,"{'CVE-2018-10547', 'CVE-2014-3583', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2016-0736', 'CVE-2018-14884', 'CVE-2017-9788', 'CVE-2019-9641', 'CVE-2018-10548', 'CVE-2018-19935', 'CVE-2017-3167', 'CVE-2018-19395', 'CVE-2019-9022', 'CVE-2019-9638', 'CVE-2018-5712', 'CVE-2018-17082', 'CVE-2019-9021', 'CVE-2016-8612', 'CVE-2019-6977', 'CVE-2018-10549', 'CVE-2018-5711', 'CVE-2019-9020', 'CVE-2017-16642', 'CVE-2017-7668', 'CVE-2014-8109', 'CVE-2016-8743', 'CVE-2017-15715', 'CVE-2018-10546', 'CVE-2015-3185', 'CVE-2018-7584', 'CVE-2019-9637', 'CVE-2018-14883', 'CVE-2019-9024', 'CVE-2018-1283', 'CVE-2017-12934', 'CVE-2017-15710', 'CVE-2017-11628', 'CVE-2017-9120', 'CVE-2018-19518', 'CVE-2016-4975', 'CVE-2017-11144', 'CVE-2018-20783', 'CVE-2017-12932', 'CVE-2018-10545', 'CVE-2017-12933', 'CVE-2015-3184', 'CVE-2018-17199', 'CVE-2017-9798', 'CVE-2016-2161', 'CVE-2019-9675', 'CVE-2018-15132', 'CVE-2017-7890', 'CVE-2017-3169', 'CVE-2018-14851', 'CVE-2017-7679', 'CVE-2018-1312', 'CVE-2019-9023', 'CVE-2017-11145', 'CVE-2017-11142', 'CVE-2017-11362'}",343.4000000000001
./shodan-output/WWW.ANNAPOLIS.GOV.json,0,set(),0.0
./shodan-output/WWW.ANNATEXAS.GOV.json,0,set(),0.0
./shodan-output/WWW.ANNETTATX.GOV.json,0,set(),0.0
./shodan-output/WWW.ANNISTONAL.GOV.json,0,set(),0.0
./shodan-output/WWW.ANNUALCREDITREPORT.GOV.json,0,set(),0.0
./shodan-output/WWW.ANOKACOUNTYMN.GOV.json,40,"{'CVE-2011-3368', 'CVE-2012-0883', 'CVE-2013-2249', 'CVE-2012-4557', 'CVE-2017-3167', 'CVE-2011-3348', 'CVE-2014-0231', 'CVE-2011-3607', 'CVE-2011-5000', 'CVE-2016-8612', 'CVE-2011-4327', 'CVE-2010-2068', 'CVE-2012-4558', 'CVE-2017-7668', 'CVE-2010-4478', 'CVE-2017-15906', 'CVE-2011-3192', 'CVE-2014-0098', 'CVE-2013-6438', 'CVE-2011-4317', 'CVE-2018-15473', 'CVE-2014-1692', 'CVE-2012-2687', 'CVE-2011-0419', 'CVE-2016-4975', 'CVE-2010-1452', 'CVE-2016-10708', 'CVE-2012-0053', 'CVE-2012-3499', 'CVE-2013-1896', 'CVE-2016-0777', 'CVE-2011-3639', 'CVE-2010-4755', 'CVE-2017-3169', 'CVE-2010-5107', 'CVE-2011-4415', 'CVE-2017-7679', 'CVE-2012-0031', 'CVE-2013-1862', 'CVE-2012-0814'}",199.20000000000002
./shodan-output/WWW.ANTIOCHTOWNSHIPIL.GOV.json,0,set(),0.0
./shodan-output/WWW.AOC.GOV.json,24,"{'CVE-2018-10547', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2019-9641', 'CVE-2018-10548', 'CVE-2018-19395', 'CVE-2019-9638', 'CVE-2018-17082', 'CVE-2019-9021', 'CVE-2019-6977', 'CVE-2018-10549', 'CVE-2019-9020', 'CVE-2017-16642', 'CVE-2018-10546', 'CVE-2018-14883', 'CVE-2019-9637', 'CVE-2019-9024', 'CVE-2018-19518', 'CVE-2018-20783', 'CVE-2018-10545', 'CVE-2018-19520', 'CVE-2018-15132', 'CVE-2019-9023', 'CVE-2018-19935'}",139.1
